record_id,challenge_id,primary_category,predicted_category,prediction_confidence,text
GHV20002172,GHV2CH0002172,DISASTER_MANAGEMENT,PUBLIC_SAFETY,0.6605505482677801,"Description: Local evaluation note — Gwalior, Madhya Pradesh. Topic: emergency communication. Reported user group: local employers. Observed condition: the service has uneven coverage. Operating context: with repeated documentation. Timing: during a staff shortage. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Gwalior, Madhya Pradesh, India.
Citizen statement: Local employers report a local difficulty involving emergency communication.
State: Madhya Pradesh
District: Gwalior
Language: English"
GHV20002180,GHV2CH0002180,TRANSPORTATION,SOCIAL_WELFARE,0.2571195390507341,"Description: Local evaluation note — Shimla, Himachal Pradesh. Topic: public transport. Reported user group: commuters. Observed condition: the service works for some users but not others. Operating context: with repeated documentation. Timing: after a seasonal change. The purpose is to test whether a model generalizes to a new geographic context.
Context: urban context in Shimla, Himachal Pradesh, India.
Citizen statement: Commuters report a local difficulty involving public transport.
State: Himachal Pradesh
District: Shimla
Language: Hindi"
GHV20002206,GHV2CH0002206,EDUCATION,EMPLOYMENT,0.652631634055173,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A urban community is reviewing vocational training. Feedback from farmers indicates that it changes sharply by season. Teams are working with gaps between report and response. The condition is evaluated before the morning service peak so that geographic generalization can be measured without relying on the training narrative.
Context: urban context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Farmers report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: English"
GHV20002269,GHV2CH0002269,PUBLIC_SAFETY,ENERGY,0.5892384307464653,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: street lighting is the subject of a local assessment. Small businesses report that the service requires several manual follow-ups. The setting is semi-urban; response is operating with unclear escalation ownership. The case is examined after a power interruption, and local evidence should be checked before routing.
Context: semi-urban context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Small businesses report a local difficulty involving street lighting.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20002311,GHV2CH0002311,ENERGY,PUBLIC_SAFETY,0.42643160208858244,"Description: For independent geographic testing, consider street lighting in Udham Singh Nagar, Uttarakhand. The reported users are market vendors; they describe a service that changes sharply by season. The operating context includes with limited spare equipment, and the situation is most relevant near the weekly market cycle. This scenario must be verified locally rather than assumed from another district.
Context: river-valley context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Market vendors report a local difficulty involving street lighting.
State: Uttarakhand
District: Udham Singh Nagar
Language: English"
GHV20002412,GHV2CH0002412,DISASTER_MANAGEMENT,PUBLIC_SAFETY,0.7530017167143127,"Description: Local evaluation note — Kochi, Kerala. Topic: emergency communication. Reported user group: local employers. Observed condition: the service has uneven coverage. Operating context: with required follow-up. Timing: after a temporary restoration. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Kochi, Kerala, India.
Citizen statement: Local employers report a local difficulty involving emergency communication.
State: Kerala
District: Kochi
Language: Hindi"
GHV20002413,GHV2CH0002413,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.5508511882633844,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: emergency communication is the subject of a local assessment. Students report that the service is hard to verify from available records. The setting is agricultural; response is operating with required follow-up. The case is examined on high-commuter days, and local evidence should be checked before routing.
Context: agricultural context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Students report a local difficulty involving emergency communication.
State: Uttarakhand
District: Udham Singh Nagar
Language: English"
GHV20002430,GHV2CH0002430,EDUCATION,EMPLOYMENT,0.33221388541762115,"Description: Holdout case from Vijayawada, Andhra Pradesh. A industrial community is reviewing vocational training. Feedback from drivers indicates that it becomes unpredictable at peak times. Teams are working with required follow-up. The condition is evaluated when connectivity is weak so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Vijayawada, Andhra Pradesh, India.
Citizen statement: Drivers report a local difficulty involving vocational training.
State: Andhra Pradesh
District: Vijayawada
Language: English"
GHV20002477,GHV2CH0002477,PUBLIC_SAFETY,ENERGY,0.4234642159166084,"Description: Geographic evaluation scenario in Jodhpur, Rajasthan: street lighting is the subject of a local assessment. Village representatives report that the service is difficult to monitor. The setting is rural; response is operating with mixed urban and peri-urban users. The case is examined during a field visit, and local evidence should be checked before routing.
Context: rural context in Jodhpur, Rajasthan, India.
Citizen statement: Village representatives report a local difficulty involving street lighting.
State: Rajasthan
District: Jodhpur
Language: Hindi"
GHV20002519,GHV2CH0002519,ENERGY,PUBLIC_SAFETY,0.3399563934383117,"Description: For independent geographic testing, consider street lighting in Guwahati, Assam. The reported users are residents; they describe a service that fails intermittently. The operating context includes with differing stakeholder priorities, and the situation is most relevant after repeated complaints. This scenario must be verified locally rather than assumed from another district.
Context: rural context in Guwahati, Assam, India.
Citizen statement: Residents report a local difficulty involving street lighting.
State: Assam
District: Guwahati
Language: English"
GHV20002542,GHV2CH0002542,EDUCATION,EMPLOYMENT,0.41805354059751787,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A semi-urban community is reviewing vocational training. Feedback from community volunteers indicates that it lacks timely status information. Teams are working with differing stakeholder priorities. The condition is evaluated when several agencies receive reports so that geographic generalization can be measured without relying on the training narrative.
Context: semi-urban context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Community volunteers report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20002652,GHV2CH0002652,DISASTER_MANAGEMENT,PUBLIC_SAFETY,0.7644834821883385,"Description: Local evaluation note — Srinagar, Jammu & Kashmir. Topic: emergency communication. Reported user group: local employers. Observed condition: the service has uneven coverage. Operating context: with local travel effects. Timing: during the dry season. The purpose is to test whether a model generalizes to a new geographic context.
Context: remote context in Srinagar, Jammu & Kashmir, India.
Citizen statement: Local employers report a local difficulty involving emergency communication.
State: Jammu & Kashmir
District: Srinagar
Language: Hindi"
GHV20002654,GHV2CH0002654,EDUCATION,EMPLOYMENT,0.48325687519981086,"Description: Holdout case from Patna, Bihar. A river-valley community is reviewing vocational training. Feedback from caregivers indicates that it fails intermittently. Teams are working with local travel effects. The condition is evaluated near the weekly market cycle so that geographic generalization can be measured without relying on the training narrative.
Context: river-valley context in Patna, Bihar, India.
Citizen statement: Caregivers report a local difficulty involving vocational training.
State: Bihar
District: Patna
Language: English"
GHV20002672,GHV2CH0002672,INFRASTRUCTURE,EDUCATION,0.440034400556766,"Description: Local evaluation note — New Delhi, Delhi. Topic: school infrastructure. Reported user group: local employers. Observed condition: the service is difficult to monitor. Operating context: with local travel effects. Timing: before expected weather disruption. The purpose is to test whether a model generalizes to a new geographic context.
Context: river-valley context in New Delhi, Delhi, India.
Citizen statement: Local employers report a local difficulty involving school infrastructure.
State: Delhi
District: New Delhi
Language: Hindi"
GHV20002727,GHV2CH0002727,ENERGY,PUBLIC_SAFETY,0.7339561887904679,"Description: For independent geographic testing, consider street lighting in Hisar, Haryana. The reported users are shopkeepers; they describe a service that has uneven coverage. The operating context includes with accessible communication needs, and the situation is most relevant while teams cover distant settlements. This scenario must be verified locally rather than assumed from another district.
Context: urban context in Hisar, Haryana, India.
Citizen statement: Shopkeepers report a local difficulty involving street lighting.
State: Haryana
District: Hisar
Language: English"
GHV20002768,GHV2CH0002768,INFRASTRUCTURE,DIGITAL_SERVICES,0.43791596038885605,"Description: Local evaluation note — Imphal, Manipur. Topic: bridges. Reported user group: patients. Observed condition: the service creates queues. Operating context: with digital and offline users. Timing: after a seasonal change. The purpose is to test whether a model generalizes to a new geographic context.
Context: river-valley context in Imphal, Manipur, India.
Citizen statement: Patients report a local difficulty involving bridges.
State: Manipur
District: Imphal
Language: English"
GHV20002784,GHV2CH0002784,INFRASTRUCTURE,EDUCATION,0.3223656359510138,"Description: Local evaluation note — Kochi, Kerala. Topic: school infrastructure. Reported user group: tourism workers. Observed condition: the service causes avoidable travel. Operating context: with digital and offline users. Timing: when a facility has reduced capacity. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Kochi, Kerala, India.
Citizen statement: Tourism workers report a local difficulty involving school infrastructure.
State: Kerala
District: Kochi
Language: English"
GHV20002829,GHV2CH0002829,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.7234189593318413,"Description: Geographic evaluation scenario in Guwahati, Assam: emergency communication is the subject of a local assessment. Small businesses report that the service causes avoidable travel. The setting is urban; response is operating with cross-location comparison needs. The case is examined when field information is incomplete, and local evidence should be checked before routing.
Context: urban context in Guwahati, Assam, India.
Citizen statement: Small businesses report a local difficulty involving emergency communication.
State: Assam
District: Guwahati
Language: English"
GHV20002878,GHV2CH0002878,EDUCATION,EMPLOYMENT,0.45550695706117245,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A rural community is reviewing vocational training. Feedback from self-help groups indicates that it is hard to verify from available records. Teams are working with uncertain recurrence. The condition is evaluated when field information is incomplete so that geographic generalization can be measured without relying on the training narrative.
Context: rural context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Self-help groups report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20002892,GHV2CH0002892,DISASTER_MANAGEMENT,PUBLIC_SAFETY,0.765000977818326,"Description: Local evaluation note — Imphal, Manipur. Topic: emergency communication. Reported user group: local employers. Observed condition: the service has uneven coverage. Operating context: with continuity requirements. Timing: before the morning service peak. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Imphal, Manipur, India.
Citizen statement: Local employers report a local difficulty involving emergency communication.
State: Manipur
District: Imphal
Language: English"
GHV20002893,GHV2CH0002893,PUBLIC_SAFETY,ENERGY,0.4379028971797602,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: street lighting is the subject of a local assessment. Students report that the service is hard to verify from available records. The setting is semi-urban; response is operating with continuity requirements. The case is examined during market opening, and local evidence should be checked before routing.
Context: semi-urban context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Students report a local difficulty involving street lighting.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hinglish"
GHV20002990,GHV2CH0002990,EDUCATION,EMPLOYMENT,0.5419672011602967,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A border-region community is reviewing vocational training. Feedback from drivers indicates that it works for some users but not others. Teams are working with little preventive-work capacity. The condition is evaluated before the morning service peak so that geographic generalization can be measured without relying on the training narrative.
Context: border-region context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Drivers report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: English"
GHV20003008,GHV2CH0003008,INFRASTRUCTURE,EDUCATION,0.4482132756213803,"Description: Local evaluation note — Agra, Uttar Pradesh. Topic: school infrastructure. Reported user group: patients. Observed condition: the service creates queues. Operating context: with little preventive-work capacity. Timing: during a service shift. The purpose is to test whether a model generalizes to a new geographic context.
Context: river-valley context in Agra, Uttar Pradesh, India.
Citizen statement: Patients report a local difficulty involving school infrastructure.
State: Uttar Pradesh
District: Agra
Language: Hindi"
GHV20003037,GHV2CH0003037,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.43397299150246504,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: emergency communication is the subject of a local assessment. Village representatives report that the service lacks timely status information. The setting is agricultural; response is operating with little preventive-work capacity. The case is examined around a seasonal festival, and local evidence should be checked before routing.
Context: agricultural context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Village representatives report a local difficulty involving emergency communication.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20003101,GHV2CH0003101,PUBLIC_SAFETY,ENERGY,0.2707839298391185,"Description: Geographic evaluation scenario in Gorakhpur, Uttar Pradesh: street lighting is the subject of a local assessment. School staff report that the service becomes unreliable after disruption. The setting is rural; response is operating with incomplete intervention feedback. The case is examined when demand rises unexpectedly, and local evidence should be checked before routing.
Context: rural context in Gorakhpur, Uttar Pradesh, India.
Citizen statement: School staff report a local difficulty involving street lighting.
State: Uttar Pradesh
District: Gorakhpur
Language: Hinglish"
GHV20003102,GHV2CH0003102,EDUCATION,EMPLOYMENT,0.3107369934082047,"Description: Holdout case from Gwalior, Madhya Pradesh. A industrial community is reviewing vocational training. Feedback from community volunteers indicates that it has uneven coverage. Teams are working with incomplete intervention feedback. The condition is evaluated after a power interruption so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Gwalior, Madhya Pradesh, India.
Citizen statement: Community volunteers report a local difficulty involving vocational training.
State: Madhya Pradesh
District: Gwalior
Language: Hindi"
GHV20003158,GHV2CH0003158,EMPLOYMENT,OTHER,0.3525022428471112,"Description: Holdout case from Agartala, Tripura. A river-valley community is reviewing entrepreneurship. Feedback from self-help groups indicates that it creates queues. Teams are working with contractor coordination. The condition is evaluated when storage is near capacity so that geographic generalization can be measured without relying on the training narrative.
Context: river-valley context in Agartala, Tripura, India.
Citizen statement: Self-help groups report a local difficulty involving entrepreneurship.
State: Tripura
District: Agartala
Language: Hinglish"
GHV20003174,GHV2CH0003174,EMPLOYMENT,OTHER,0.3430295129653178,"Description: Holdout case from Vijayawada, Andhra Pradesh. A industrial community is reviewing migration. Feedback from caregivers indicates that it causes avoidable travel. Teams are working with contractor coordination. The condition is evaluated near school closing so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Vijayawada, Andhra Pradesh, India.
Citizen statement: Caregivers report a local difficulty involving migration.
State: Andhra Pradesh
District: Vijayawada
Language: English"
GHV20003182,GHV2CH0003182,EDUCATION,OTHER,0.25284744365274936,"Description: Holdout case from Bhubaneswar, Odisha. A river-valley community is reviewing school infrastructure. Feedback from community volunteers indicates that it is difficult to monitor. Teams are working with contractor coordination. The condition is evaluated when resources are committed so that geographic generalization can be measured without relying on the training narrative.
Context: river-valley context in Bhubaneswar, Odisha, India.
Citizen statement: Community volunteers report a local difficulty involving school infrastructure.
State: Odisha
District: Bhubaneswar
Language: English"
GHV20003245,GHV2CH0003245,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.5850162524606728,"Description: Geographic evaluation scenario in Ludhiana, Punjab: emergency communication is the subject of a local assessment. Public transport users report that the service works for some users but not others. The setting is rural; response is operating with short operational notice. The case is examined after a temporary restoration, and local evidence should be checked before routing.
Context: rural context in Ludhiana, Punjab, India.
Citizen statement: Public transport users report a local difficulty involving emergency communication.
State: Punjab
District: Ludhiana
Language: Hindi"
GHV20003309,GHV2CH0003309,PUBLIC_SAFETY,ENERGY,0.4513630876320675,"Description: Geographic evaluation scenario in Jamshedpur, Jharkhand: street lighting is the subject of a local assessment. Small businesses report that the service causes avoidable travel. The setting is urban; response is operating with outcome-documentation needs. The case is examined before expected weather disruption, and local evidence should be checked before routing.
Context: urban context in Jamshedpur, Jharkhand, India.
Citizen statement: Small businesses report a local difficulty involving street lighting.
State: Jharkhand
District: Jamshedpur
Language: Hinglish"
GHV20003324,GHV2CH0003324,DISASTER_MANAGEMENT,SOCIAL_WELFARE,0.2848287998768151,"Description: Local evaluation note — Bengaluru, Karnataka. Topic: rockfalls. Reported user group: tourism workers. Observed condition: the service causes avoidable travel. Operating context: with outcome-documentation needs. Timing: during a staffing gap. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Bengaluru, Karnataka, India.
Citizen statement: Tourism workers report a local difficulty involving rockfalls.
State: Karnataka
District: Bengaluru
Language: English"
GHV20003326,GHV2CH0003326,EDUCATION,EMPLOYMENT,0.31821890888882143,"Description: Holdout case from Imphal, Manipur. A river-valley community is reviewing vocational training. Feedback from farmers indicates that it becomes unreliable after disruption. Teams are working with outcome-documentation needs. The condition is evaluated when several agencies receive reports so that geographic generalization can be measured without relying on the training narrative.
Context: river-valley context in Imphal, Manipur, India.
Citizen statement: Farmers report a local difficulty involving vocational training.
State: Manipur
District: Imphal
Language: Hindi"
GHV20003342,GHV2CH0003342,EDUCATION,OTHER,0.3771661883711835,"Description: Holdout case from Kochi, Kerala. A industrial community is reviewing school access. Feedback from community volunteers indicates that it has uneven coverage. Teams are working with shared-utility dependency. The condition is evaluated during peak visitor movement so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Kochi, Kerala, India.
Citizen statement: Community volunteers report a local difficulty involving school access.
State: Kerala
District: Kochi
Language: Hinglish"
GHV20003344,GHV2CH0003344,INFRASTRUCTURE,EDUCATION,0.2548065464974392,"Description: Local evaluation note — Agartala, Tripura. Topic: school infrastructure. Reported user group: tourism workers. Observed condition: the service fails intermittently. Operating context: with shared-utility dependency. Timing: on high-commuter days. The purpose is to test whether a model generalizes to a new geographic context.
Context: river-valley context in Agartala, Tripura, India.
Citizen statement: Tourism workers report a local difficulty involving school infrastructure.
State: Tripura
District: Agartala
Language: English"
GHV20003351,GHV2CH0003351,ENERGY,PUBLIC_SAFETY,0.33944860338435845,"Description: For independent geographic testing, consider street lighting in Hyderabad, Telangana. The reported users are market vendors; they describe a service that returns after temporary fixes. The operating context includes with shared-utility dependency, and the situation is most relevant during a service shift. This scenario must be verified locally rather than assumed from another district.
Context: urban context in Hyderabad, Telangana, India.
Citizen statement: Market vendors report a local difficulty involving street lighting.
State: Telangana
District: Hyderabad
Language: Hindi"
GHV20003402,GHV2CH0003402,ENVIRONMENT,OTHER,0.20065036955374652,"Description: Holdout case from Ranchi, Jharkhand. A industrial community is reviewing deforestation. Feedback from community volunteers indicates that it has uneven coverage. Teams are working with limited specialist equipment. The condition is evaluated during a local inspection so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Ranchi, Jharkhand, India.
Citizen statement: Community volunteers report a local difficulty involving deforestation.
State: Jharkhand
District: Ranchi
Language: English"
GHV20003420,GHV2CH0003420,DISASTER_MANAGEMENT,HEALTHCARE,0.21344164001365581,"Description: Local evaluation note — Shimla, Himachal Pradesh. Topic: floods. Reported user group: commuters. Observed condition: the service becomes unpredictable at peak times. Operating context: with limited specialist equipment. Timing: before route adjustment. The purpose is to test whether a model generalizes to a new geographic context.
Context: tourism-heavy context in Shimla, Himachal Pradesh, India.
Citizen statement: Commuters report a local difficulty involving floods.
State: Himachal Pradesh
District: Shimla
Language: Hindi"
GHV20003438,GHV2CH0003438,EDUCATION,EMPLOYMENT,0.35705256326178375,"Description: Holdout case from Kota, Rajasthan. A industrial community is reviewing vocational training. Feedback from self-help groups indicates that it creates repeated delays. Teams are working with varied local implementation. The condition is evaluated near the weekly market cycle so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Kota, Rajasthan, India.
Citizen statement: Self-help groups report a local difficulty involving vocational training.
State: Rajasthan
District: Kota
Language: English"
GHV20003456,GHV2CH0003456,INFRASTRUCTURE,EDUCATION,0.2580934462655294,"Description: Local evaluation note — Nashik, Maharashtra. Topic: school infrastructure. Reported user group: field technicians. Observed condition: the service returns after temporary fixes. Operating context: with varied local implementation. Timing: before expected weather disruption. The purpose is to test whether a model generalizes to a new geographic context.
Context: industrial context in Nashik, Maharashtra, India.
Citizen statement: Field technicians report a local difficulty involving school infrastructure.
State: Maharashtra
District: Nashik
Language: Hinglish"
GHV20003517,GHV2CH0003517,PUBLIC_SAFETY,ENERGY,0.41535324633726056,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: street lighting is the subject of a local assessment. Village representatives report that the service lacks timely status information. The setting is semi-urban; response is operating with seasonal sensitivity. The case is examined near school closing, and local evidence should be checked before routing.
Context: semi-urban context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Village representatives report a local difficulty involving street lighting.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hinglish"
GHV20003550,GHV2CH0003550,EDUCATION,EMPLOYMENT,0.3790328458500086,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A high-altitude community is reviewing vocational training. Feedback from drivers indicates that it is reported inconsistently. Teams are working with nearby institutional demand. The condition is evaluated when storage is near capacity so that geographic generalization can be measured without relying on the training narrative.
Context: high-altitude context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Drivers report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20003661,GHV2CH0003661,PUBLIC_SAFETY,DISASTER_MANAGEMENT,0.44101151544110695,"Description: Geographic evaluation scenario in Udham Singh Nagar, Uttarakhand: emergency communication is the subject of a local assessment. School staff report that the service changes sharply by season. The setting is agricultural; response is operating with pilot-before-scale requirements. The case is examined after delayed maintenance, and local evidence should be checked before routing.
Context: agricultural context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: School staff report a local difficulty involving emergency communication.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hinglish"
GHV20003662,GHV2CH0003662,EDUCATION,EMPLOYMENT,0.3586292538352531,"Description: Holdout case from Gangtok, Sikkim. A tourism-heavy community is reviewing vocational training. Feedback from community volunteers indicates that it is difficult to monitor. Teams are working with pilot-before-scale requirements. The condition is evaluated when field information is incomplete so that geographic generalization can be measured without relying on the training narrative.
Context: tourism-heavy context in Gangtok, Sikkim, India.
Citizen statement: Community volunteers report a local difficulty involving vocational training.
State: Sikkim
District: Gangtok
Language: Hindi"
GHV20003725,GHV2CH0003725,PUBLIC_SAFETY,ENERGY,0.27094493768784117,"Description: Geographic evaluation scenario in Panaji, Goa: street lighting is the subject of a local assessment. Public transport users report that the service works for some users but not others. The setting is rural; response is operating with competing service requests. The case is examined before the morning service peak, and local evidence should be checked before routing.
Context: rural context in Panaji, Goa, India.
Citizen statement: Public transport users report a local difficulty involving street lighting.
State: Goa
District: Panaji
Language: English"
GHV20003774,GHV2CH0003774,EDUCATION,EMPLOYMENT,0.37205183924491575,"Description: Holdout case from Ranchi, Jharkhand. A industrial community is reviewing vocational training. Feedback from caregivers indicates that it causes avoidable travel. Teams are working with fixed schedules. The condition is evaluated before the morning service peak so that geographic generalization can be measured without relying on the training narrative.
Context: industrial context in Ranchi, Jharkhand, India.
Citizen statement: Caregivers report a local difficulty involving vocational training.
State: Jharkhand
District: Ranchi
Language: English"
GHV20003886,GHV2CH0003886,EDUCATION,EMPLOYMENT,0.4162618212548862,"Description: Holdout case from Udham Singh Nagar, Uttarakhand. A forest community is reviewing vocational training. Feedback from farmers indicates that it changes sharply by season. Teams are working with limited field visibility. The condition is evaluated after a power interruption so that geographic generalization can be measured without relying on the training narrative.
Context: forest context in Udham Singh Nagar, Uttarakhand, India.
Citizen statement: Farmers report a local difficulty involving vocational training.
State: Uttarakhand
District: Udham Singh Nagar
Language: Hindi"
GHV20003933,GHV2CH0003933,PUBLIC_SAFETY,ENERGY,0.519395101824398,"Description: Geographic evaluation scenario in Agartala, Tripura: street lighting is the subject of a local assessment. Students report that the service creates repeated delays. The setting is urban; response is operating with paper-based tracking. The case is examined during the afternoon service cycle, and local evidence should be checked before routing.
Context: urban context in Agartala, Tripura, India.
Citizen statement: Students report a local difficulty involving street lighting.
State: Tripura
District: Agartala
Language: English"
GHV20003974,GHV2CH0003974,EMPLOYMENT,EDUCATION,0.4478912706590338,"Description: Holdout case from New Delhi, Delhi. A river-valley community is reviewing vocational training. Feedback from caregivers indicates that it fails intermittently. Teams are working with uneven coverage. The condition is evaluated after heavy rain so that geographic generalization can be measured without relying on the training narrative.
Context: river-valley context in New Delhi, Delhi, India.
Citizen statement: Caregivers report a local difficulty involving vocational training.
State: Delhi
District: New Delhi
Language: English"
GHV20003975,GHV2CH0003975,ENERGY,PUBLIC_SAFETY,0.47981201505365423,"Description: For independent geographic testing, consider street lighting in Mysuru, Karnataka. The reported users are frontline workers; they describe a service that becomes unpredictable at peak times. The operating context includes with uneven coverage, and the situation is most relevant during the dry season. This scenario must be verified locally rather than assumed from another district.
Context: urban context in Mysuru, Karnataka, India.
Citizen statement: Frontline workers report a local difficulty involving street lighting.
State: Karnataka
District: Mysuru
Language: Hinglish"
GHV20003998,GHV2CH0003998,EDUCATION,EMPLOYMENT,0.2978341450983313,"Description: Holdout case from Gurugram, Haryana. A river-valley community is reviewing vocational training. Feedback from self-help groups indicates that it creates queues. Teams are working with uneven coverage. The condition is evaluated when connectivity is weak so that geographic generalization can be measured without relying on the training narrative.
Context: river-valley context in Gurugram, Haryana, India.
Citizen statement: Self-help groups report a local difficulty involving vocational training.
State: Haryana
District: Gurugram
Language: English"
